commercial_name_en,commercial_name_ar,scientific_name,manufacturer,drug_class,route,price_egp
PHARMACERIS W-WHITENING FOAM EYE AND FACE CLEANSING PURI-ALBUCIN I 150 ML,فارماسيريس و-وهيتينينج إيي أند فاسي كليانسينج بوري-ألبوسين إ,,LABORATORIUM KOSMETYCZNE DR IRENA ERIS SP. Z O.O. > MULTITRADE,WHITENING TOPICAL,TOPICAL,185.0
PHARMACERIS W-WHITENING INTENSIVE NIGHT CREAM ALBUCIN-INTENSIVE 30 ML,فارماسيريس و-وهيتينينج إنتينسيفي نيغت ألبوسين-إنتينسيفي,,LABORATORIUM KOSMETYCZNE DR IRENA ERIS SP. Z O.O. > MULTITRADE,WHITENING TOPICAL,TOPICAL,350.0
PHARMACERIS W-WHITENING SERUM ALBUCIN-MELA 30 ML,فارماسيريس و-وهيتينينج سيروم ألبوسين-ميلا,,LABORATORIUM KOSMETYCZNE DR IRENA ERIS SP. Z O.O. > MULTITRADE,WHITENING TOPICAL,TOPICAL,325.0
PHARMACERIS W-WHITENING TRIPLE ACTION DAY CREAM SPF 50 ALBUCIN 30 ML,فارماسيريس و-وهيتينينج تريبلي أكتيون داي سبف 50 ألبوسين,,LABORATORIUM KOSMETYCZNE DR IRENA ERIS SP. Z O.O. > MULTITRADE,WHITENING TOPICAL,TOPICAL,310.0
PHARMADYE 2%  EYE DROPS 10 X 0.5 ML SDU,فارماديي 2% إيي 10 كس سدو,FLUORESCEIN SODIUM,GLOBAL ADVANCED PHARMACEUTICALS (GAP) > MONOPHARMA PHARMACEUTICALS,RADIOGRAPHIC PROCEDURES.CONTRAST AGENT,EYE,20.0
PHARMAGATIN 0.3% EYE DROPS 5 ML,فارماجاتين 0.3% إيي,GATIFLOXACIN,RAMEDA > PHARMA MEDICA,ANTIBIOTIC.QUINOLONE,EYE,27.0
PHARMAKON DEEP FREEZE GEL 125 GM,فارماكون ديب فريزي,,EGYPTIAN CO. FOR COSMETICS (E.C.C.) > PHARMAKON,MASSAGE,TOPICAL,138.0
PHARMAKON DEEP FREEZE GEL 25 SACHETS,فارماكون ديب فريزي,,EGYPTIAN CO. FOR COSMETICS (E.C.C.) > PHARMAKON,MASSAGE,TOPICAL,175.0
PHARMAKON DEEP FREEZE GEL 60 GM,فارماكون ديب فريزي,,EGYPTIAN CO. FOR COSMETICS (E.C.C.) > PHARMAKON,MASSAGE,TOPICAL,65.0
PHARMAKON DEEP FREEZE SPRAY 125 ML,فارماكون ديب فريزي,,EGYPTIAN CO. FOR COSMETICS (E.C.C.) > PHARMAKON,MASSAGE,TOPICAL,138.0
PHARMAPRESS 0.2% EYE DROPS 5 ML,فارمابريسس 0.2% إيي,BRIMONIDINE TARTRATE,RAMEDA > PHARMA MEDICA,ANTIGLAUCOMA,UNKNOWN,36.0
PHARMASTIN 0.05% EYE DPS. 5 ML,فارماستين 0.05% إيي دبس,EPINASTINE,RAMEDA > PHARMA MEDICA,H1- AND H2-RECEPTORS BLOCKER,EYE,67.0
PHARMATEARS 0.5% EYE DROPS 15 ML,فارماتيارس 0.5% إيي,SODIUM CARBOXYMETHYLCELLULOSE,RAMEDA > PHARCO,EYE LUBRICANT,EYE,58.0
PHARMATIMOGAN EYE DROPS 5 ML,فارماتيموجان إيي,BRIMONIDINE+TIMOLOL,RAMEDA > PHARMA MEDICA,ANTIGLAUCOMA,UNKNOWN,58.5
PHARMATON 20 CAPS. (N/A),فارماتون,VITAMINS,GLOBAL NAPI PHARMACEUTICALS > SANOFI,VITAMIN,ORAL.SOLID,28.8
PHARMATON KIDDI SYRUP 80 ML (N/A),فارماتون كيددي,VITAMINS,GLOBAL NAPI PHARMACEUTICALS > SANOFI,VITAMIN,ORAL.LIQUID,25.2
PHARMATROPIL 1GM/5ML 6 AMP. FOR I.V /I.M INJ.,فارماتروبيل / . /,PIRACETAM,HIKMA SPECIALIZED PHARMACEUTICALS,CEREBRAL CIRCULATORY INHANCER,INJECTION,12.0
PHARMAVILDAMIN 50/1000 MG 30 F.C. TABS.,فارمافيلدامين 50/,METFORMIN HYDROCHLORIDE+VILDAGLIPTIN,PHARMA CURE PHARMACEUTICALS,ANTI-DIABETIC.SECRETAGOGUES.DPP-4 INHIBITORS,ORAL.SOLID,192.0
PHARMAVILDAMIN 50/850 MG 30 F.C. TABS.,فارمافيلدامين 50/,METFORMIN HYDROCHLORIDE+VILDAGLIPTIN,PHARMA CURE PHARMACEUTICALS,ANTI-DIABETIC.SECRETAGOGUES.DPP-4 INHIBITORS,ORAL.SOLID,159.0
PHARMIX ANTI-BACTERIAL BODY WASH SPRAY 100 ML,فارميكس أنتي-باكتيريال بودي واش,ETHYL ALCOHOL 70%+CHLORHEXIDINE+CHLOROXYLENOL+ALOE VERA,EGYPTIAN CO. FOR COSMETICS > PHARMIX,ANTISEPTIC,SPRAY,45.0
PHARMIX ANTI-BACTERIAL HAND CLEANSING GEL 100 GM,فارميكس أنتي-باكتيريال هاند كليانسينج,ETHYL ALCOHOL 70%+CHLORHEXIDINE+CHLOROXYLENOL+ALOE VERA,EGYPTIAN CO. FOR COSMETICS > PHARMIX,ANTISEPTIC,TOPICAL,40.0
PHARMULA AGAR 30ML DROPS,فارمولا أجار,AGAR,SMARTEC > PHARMULA INTERNATIONAL,.,ORAL.LIQUID,95.0
PHAROBEX SURP,فاروبيكس سورب,IVEY LEAVES EXTRACT,ORGANIX > PHAROLAND PHARM,DEIATERY SUPPLENT,ORAL.LIQUID,60.0
PHAROCAL PLUS 30 TABLETS (N/A),فاروكال بلوس,CALCIUM CARBONATE+MAGNESIUM CARBONATE+VITAMIN D3+ZINC,PHAROPHARMA,CALCIUM SUPPLEMENT,ORAL.SOLID,18.0
PHAROCOLA 60 EFF. GRANULES SACHETS,فاروكولا 60 إفف. ساتشيتس,CITRIC ACID+SODIUM BICARBONTE+TARTARIC ACID,PHAROPHARMA,ANTACID,EFF,32.5
PHAROCOLA EFF. GR. 6 SACHETS,فاروكولا إفف. جر,CITRIC ACID+SODIUM BICARBONTE+TARTARIC ACID,PHAROPHARMA,ANTACID,EFF,4.0
PHAROFEN 100MG 5 RECTAL SUPP.,فاروفين 5 سوبب,DICLOFENAC SODIUM,PHAROPHARMA,NSAID.ACETIC ACID DERIVATIVES,RECTAL,21.0
PHAROFEN 75MG 4 AMP.,فاروفين,DICLOFENAC SODIUM,PHAROPHARMA,NSAID.ACETIC ACID DERIVATIVES,INJECTION,44.0
PHAROFRUIT 6 SACHETS,فاروفرويت,SODIUM BICARBONATE+CITRIC ACID ANHYDROUS+TARTARIC ACID,PHARO PHARMA,ANTACID EFFERVESCENT,EFF,42.0
PHAROFRUIT EFF. GR. 6 SACHETS,فاروفرويت إفف. جر,CITRIC ACID+SODIUM BICARBONTE+TARTARIC ACID,PHAROPHARMA,ANTACID,EFF,6.0
PHAROFRUIT EFF. GR. 60 SACHETS,فاروفرويت إفف. جر,CITRIC ACID+SODIUM BICARBONTE+TARTARIC ACID,PHAROPHARMA,ANTACID,EFF,32.5
PHAROGENTONE EAR DROPS 5 ML,فاروجينتوني إار,GENTAMICIN+PREDNISOLONE,PHAROPHARMA,ANTIBIOTIC WITH GLUCOCORTICOID,EAR,6.5
PHAROTITA SYRUP 120 ML,فاروتيتا,MULTIVITAMIN,ORGANICS > PHARO FOR SUPPLEMENTS,NOOTROPICS,ORAL.LIQUID,220.0
PHAROTOIN 50MG 10 CAPS.,فاروتوين,PHENYTOIN,PHAROPHARMA,ANTI-EPILEPTIC.HYDANTOIN,ORAL.SOLID,2.0
PHAROVIT IRON SYRUP 100ML,فاروفيت إرون,MINERALS+VITAMINS,PHAROPHARMA,MULTI-VITAMINS.COMINATION,ORAL.LIQUID,12.75
PHAROVIT MINERALS 10 CAPS.,فاروفيت مينيرالس,VITAMINS,PHAROPHARMA,VITAMIN,ORAL.SOLID,14.4
PHAROVIT SYRUP 100ML,فاروفيت,VITAMINS,PHAROPHARMA,VITAMIN,ORAL.LIQUID,8.0
PHARSERT 2% TOPICAL CREAM 30 GM,فارسيرت 2%,SERTACONAZOLE,PHAROPHARMA,ANTIFUNGALS.IMIDAZOLES,TOPICAL,64.0
PHARSERT 2% TOPICAL GEL 30 GM,فارسيرت 2%,SERTACONAZOLE,PHAROPHARMA,ANTIFUNGALS.IMIDAZOLES,TOPICAL,64.0
PHARSERT 300 MG 2 VAG. OVULE,فارسيرت 2 فاج. أوفولي,SERTACONAZOLE,PHAROPHARMA,ANTIFUNGALS.IMIDAZOLES,VAGINAL,60.0
PHARYSOL ORAL SPRAY 30 ML,فاريسول أورال,GLYCEROL+HONEY+AQUA+VITIS VINIFERA EXTRACT+SAMBUCUS NIGRA EXTRACT FRUIT,VITRO-BIO > EGYPTIAN PROMOTION CENTER,ORAL CARE,SPRAY,50.0
PHEDRA CREAM 120 GM,فيدرا,ALLIUM CEPA EXT.+ALLANTOIN+SILICONE DIOXIDE+CYCLOPENTASILOXANE+AVOCADO+SLAICYLIC ACID+DIMETHICONE+VITAMIN(A+E),EL-HELOU FOR PERFUMES & COSMETICS > BIOCATALYSIS,SCAR THERAPY,TOPICAL,265.0
PHENADONE SYRUP 100 ML,فينادوني,CHLORPHENIRAMINE+DEXAMETHASONE,ARAB DRUG COMPANY (ADCO),ANTI-HISTAMINE.ANTI-ALLERGY.COMBINED WITH GLUCOCORTICOID STEROID,ORAL.LIQUID,37.0
PHENADONE SYRUP 125 ML (N/A),فينادوني,CHLORPHENIRAMINE+DEXAMETHASONE,ARAB DRUG COMPANY (ADCO),ANTI-HISTAMINE.ANTI-ALLERGY.COMBINED WITH GLUCOCORTICOID STEROID,ORAL.LIQUID,22.0
PHENAMIDE-P EYE DROPS 5 ML,فيناميدي-ب إيي,PREDNISOLONE+SULFACETAMIDE,RAMEDA > PHARCO,GLUCOCORTICOID,EYE,6.0
PHENOBARBITAL 100 MG 20 TAB.,فينوباربيتال,PHENOBARBITONE,EIPICO,ANTI-EPILEPTIC.BARBITURATES,ORAL.SOLID,8.5
PHENOBARBITAL 30 MG 20 TAB.,فينوباربيتال,PHENOBARBITONE,EIPICO,ANTI-EPILEPTIC.BARBITURATES,ORAL.SOLID,7.5
PHENOBARBITONE 60 MG 20 TAB.,فينوباربيتوني,PHENOBARBITONE,EIPICO,ANTI-EPILEPTIC.BARBITURATES,ORAL.SOLID,8.0
PHENOCRAMINE MOUTH WASH,فينوكراميني موث واش,PHENOL+THYMOL,KAHIRA,MOUTH WASH,MOUTH,6.0
PHENTOLEPT 250MG/5ML 5 AMP. FOR I.M. & SLOW I.V.,فينتوليبت / . . & سلوو,PHENYTOIN,ALEXANDRIA > EGYPHARMA-EGYPT,ANTI-EPILEPTIC.HYDANTOIN,INJECTION,37.5
PHENYLEPHRINE 10 % EYE DROPS,فينيليفريني 10 % إيي,PHENYLEPHRINE,MISR,MYDRIATIC,EYE,4.5
PHENYLEPHRINE 2.5% EYE DROPS USP 27,فينيليفريني 2.5% إيي أوسب 27,PHENYLEPHRINE,MISR,MYDRIATIC,EYE,4.85
PHENYLMEDRIN 2.5% EYE DROPS 10 X 0.5 ML SDU,فينيلميدرين 2.5% إيي 10 كس سدو,PHENYLEPHRINE,GLOBAL ADVANCED PHARMACEUTICALS (GAP),MYDRIATIC,EYE,50.0
PHENYTIN 100MG 50 CAPS.,فينيتين,PHENYTOIN,EL NILE.,ANTI-EPILEPTIC.HYDANTOIN,ORAL.SOLID,51.0
PHENYTIN 100MG/2ML 1 AMP.,فينيتين /,PHENYTOIN,EL NILE.,ANTI-EPILEPTIC.HYDANTOIN,INJECTION,9.5
PHENYTIN 100MG/2ML 10 AMPS.,فينيتين /,PHENYTOIN,EL NILE.,ANTI-EPILEPTIC.HYDANTOIN,INJECTION,95.0
PHENYTIN 250MG/5ML 10 AMPS.,فينيتين /,PHENYTOIN,EL NILE.,ANTI-EPILEPTIC.HYDANTOIN,INJECTION,110.0
PHENYTIN 30MG/5ML SUSP. 120 ML,فينيتين /,PHENYTOIN,EL NILE.,ANTI-EPILEPTIC.HYDANTOIN,ORAL.LIQUID,19.0
PHENYTIN 50MG 50 CAPS.,فينيتين,PHENYTOIN,EL NILE.,ANTI-EPILEPTIC.HYDANTOIN,ORAL.SOLID,32.0
PHENYTOIN 100MG 40 CAPS.,فينيتوين,PHENYTOIN,EL NASR,ANTI-EPILEPTIC.HYDANTOIN,ORAL.SOLID,16.0
PHENYTOIN 50MG 40 CAPS.,فينيتوين,PHENYTOIN,EL NASR,ANTI-EPILEPTIC.HYDANTOIN,ORAL.SOLID,13.5
PHENYTOIN SODIUM 50MG/ML 10 AMPS.(N/A),فينيتوين سوديوم /مل,PHENYTOIN,SABEX INC.-CANADA > INCO PHARMA-EGYPT,ANTI-EPILEPTIC.HYDANTOIN,INJECTION,90.0
PHENYTOIN-AIT TOPICAL SPRAY 150 ML,فينيتوين-أيت,PHENYTOIN,EGYPTIAN CO. FOR ADV. PHARMA. (ECAP) > ACDIMA INTERNATIONAL TRADING,SKIN CARE.HEALING,SPRAY,63.0
PHESGO 1200MG/600MG/30.000 UNITS S.C. SOL. FOR INJ. 15 ML,فيسجو / /30.000 أونيتس,PERTUZUMAB+TRASTUZUMAB+HYALURONIDASE,ROCHE,ANTINEOPLASTIC,INJECTION,172964.0
PHESGO 600MG/600MG/20.000 UNITS S.C. SOL. FOR INJ. 10 ML,فيسجو / /20.000 أونيتس,PERTUZUMAB+TRASTUZUMAB+HYALURONIDASE,ROCHE,ANTINEOPLASTIC,INJECTION,104714.0
PHILOBAXIN 60ML SUSP.,فيلوباكسين,PRENOXDIAZINE,ALFACURE PHARMACEUTICALS,COUGH SUPPRESSANT,ORAL.LIQUID,8.0
PHILOBAXINE 100MG 10 TAB.,فيلوباكسيني,PRENOXDIAZINE,ALFACURE PHARMACEUTICALS,ANTITUSSIVE,ORAL.SOLID,6.0
PHILODINE 10% ANTISEPTIC SOLUTION 125 ML,فيلوديني 10% أنتيسيبتيك,POVIDONE- IODINE,PHILO PHARM PHARMACEUTICALS > PHILO PHARM,ANTISEPTIC,UNKNOWN,20.0
PHILODINE 10% ANTISEPTIC SOLUTION 200 ML,فيلوديني 10% أنتيسيبتيك,POVIDONE- IODINE,PHILO PHARM PHARMACEUTICALS > PHILO PHARM,ANTISEPTIC,UNKNOWN,28.0
PHILOMATIC GEL 75 GM,فيلوماتيك,,> PHILO PHARM,SKIN CARE.SCAR THERAPY,TOPICAL,599.0
PHILOZAC 10MG 10 CAPS.,فيلوزاك,FLUOXETINE,AMOUN,PSYCHIATRIC.ANTIDEPRESSANTS,ORAL.SOLID,9.0
PHILOZAC 20MG 10 CAPS.,فيلوزاك,FLUOXETINE,AMOUN,PSYCHIATRIC.ANTIDEPRESSANTS,ORAL.SOLID,11.0
PHILOZAC 20MG 30 CAPS.,فيلوزاك,FLUOXETINE,AMOUN,PSYCHIATRIC.ANTIDEPRESSANTS,ORAL.SOLID,75.0
PHINDIVAN 50 MG 25 TABS.,فينديفان,PHENINDIONE(DINDEVAN),EL NILE.,ANTICOAGULANT.CLOTTING FACTORS ACTIVATION INHIBITORS,ORAL.SOLID,7.0
PHLEGOMEZ 120 ML SYRUP,فليجوميز,OMEGA 3 FROM FISH OIL,ORGANIX > NATURE CARE,MULTIVITAMIN,ORAL.LIQUID,85.0
PHLEPOVEINAL TOPICAL GEL 40 GM,فليبوفاينال,AESCIN+DIETHYLAMINE SALICYLATE,EIPICO,NSAID.ANTIREHUMATIC.SALICYLATES,TOPICAL,19.0
PHOENIRA 24 TABS,فوينيرا,IRON+FOLIC ACID+VITAMINS(B1+B2+B6+B12)+SUCROSE,MEDCARE > PHOENIX PHARMA COMPANY,MULTIVITAMIN,ORAL.SOLID,120.0
PHOLPRINE 125 ML COUGH LINCTUS(CANCELLED),فولبريني كوغ لينكتوس,PHENYLPROPANOLAMINE+PHOLCODINE+PROMETHAZINE+TOLU SYRUP,MISR,ANTITUSSIVE,ORAL.LIQUID,3.4
PHOMATAL 30 CAPS.,فوماتال,THIOCTIC ACID(ALPHA LIPOIC ACID)+VITAMIN B1+VITAMIN B6+VITAMIN B12+FOLIC ACID,> HEALTH WISE EGYPT,ANTIOXIDANT,ORAL.SOLID,360.0
PHOSPHATES ENEMA SOLN. 120 ML,فوسفاتيس إنيما,SODIUM ACID PHOSPHATE,MISR > AL DELTA PHARMACEUTICALS TRADING CO.,LAXATIVE,UNKNOWN,7.5
PHOSPHOPLEX IRON SYRUP 120ML(N/A),فوسفوبليكس إرون,CALCIUM PANTOTHENATE+NICOTINAMIDE+VITAMIN B1+VITAMIN B2+VITAMIN B6+IRON,KAHIRA,MULTIVITAMINS,ORAL.LIQUID,3.3
PHOSPHOPLEX-C 120ML SYRUP (N/A),فوسفوبليكس-ك,CALCIUM PANTOTHENATE+NICOTINAMIDE+VITAMIN B1+VITAMIN B2+VITAMIN B6,KAHIRA,MULTIVITAMINS,ORAL.LIQUID,3.7
PHOTERICIN B 50 MG VIAL,فوتيريسين ب,AMPHOTERICIN B,CIPLA LTD. - INDIA > STAR INTERNATIONAL COMPANY,ANTIFUNGAL.POLYENE,INJECTION,332.0
PHOTODERM AFTER SUN 200ML,فوتوديرم أفتير سون,SUN PROTECTION FORMULA,BIODERMA DERMATOLOGICAL LABORATORIES > BIOTECH EGYPT,SUN BLOCK,TOPICAL,279.0
PHOTODERM AUTOBRONZANT 150ML,فوتوديرم أوتوبرونزانت,SUN PROTECTION FORMULA,BIODERMA DERMATOLOGICAL LABORATORIES > BIOTECH EGYPT,SUN BLOCK,TOPICAL,299.0
PHOTODERM BRONZE FLUID SPF 50+  40ML,فوتوديرم برونزي فلويد سبف 50+,SUN PROTECTION FORMULA,BIODERMA DERMATOLOGICAL LABORATORIES > BIOTECH EGYPT,SUN BLOCK,TOPICAL,289.0
PHOTODERM KID SPRAY SPF 50+  200ML,فوتوديرم كيد سبف 50+,SUN PROTECTION FORMULA,BIODERMA DERMATOLOGICAL LABORATORIES > BIOTECH EGYPT,SUN BLOCK,SPRAY,650.0
PHOTODERM MAX AQUAFLUID LIGHT TINT SPF 50+  40ML,فوتوديرم ماكس أكوافلويد ليغت تينت سبف 50+,SUN PROTECTION FORMULA,BIODERMA DERMATOLOGICAL LABORATORIES > BIOTECH EGYPT,SUN BLOCK,TOPICAL,899.0
PHOTODERM MAX AQUAFLUID SPF 50+  40ML,فوتوديرم ماكس أكوافلويد سبف 50+,SUN PROTECTION FORMULA,BIODERMA DERMATOLOGICAL LABORATORIES > BIOTECH EGYPT,SUN BLOCK,TOPICAL,899.0
PHOTODERM MAX COMPACT DARK TINTED SPF 50+  10 GM,فوتوديرم ماكس كومباكت دارك تينتيد سبف 50+,SUN PROTECTION FORMULA,BIODERMA DERMATOLOGICAL LABORATORIES > BIOTECH EGYPT,SUN BLOCK,UNKNOWN,449.0
PHOTODERM MAX COMPACT LIGHT TINTED SPF 50+  10 GM,فوتوديرم ماكس كومباكت ليغت تينتيد سبف 50+,SUN PROTECTION FORMULA,BIODERMA DERMATOLOGICAL LABORATORIES > BIOTECH EGYPT,SUN BLOCK,UNKNOWN,449.0
PHOTODERM MAX CREAM 100 SPF  40ML,فوتوديرم ماكس 100 سبف,SUN PROTECTION FORMULA,BIODERMA DERMATOLOGICAL LABORATORIES > BIOTECH EGYPT,SUN BLOCK,TOPICAL,339.0
PHOTODERM MAX DARK TINTED CREAM 40ML,فوتوديرم ماكس دارك تينتيد,SUN PROTECTION FORMULA,BIODERMA DERMATOLOGICAL LABORATORIES > BIOTECH EGYPT,SUN BLOCK,TOPICAL,339.0
PHOTODERM MAX FLUID SPF 100 - 40ML,فوتوديرم ماكس فلويد سبف 100,SUN PROTECTION FORMULA,BIODERMA DERMATOLOGICAL LABORATORIES > BIOTECH EGYPT,SUN BLOCK,TOPICAL,339.0
PHOTODERM MAX LIGHT TINTED CREAM 40ML,فوتوديرم ماكس ليغت تينتيد,SUN PROTECTION FORMULA,BIODERMA DERMATOLOGICAL LABORATORIES > BIOTECH EGYPT,SUN BLOCK,TOPICAL,339.0
PHOTODERM MAX MILK (LAIT) SPF 100 - 100ML,فوتوديرم ماكس ميلك سبف 100,SUN PROTECTION FORMULA,BIODERMA DERMATOLOGICAL LABORATORIES > BIOTECH EGYPT,SUN BLOCK,TOPICAL,389.0
PHOTODERM MAX SPRAY SPF 50+  200ML,فوتوديرم ماكس سبف 50+,SUN PROTECTION FORMULA,BIODERMA DERMATOLOGICAL LABORATORIES > BIOTECH EGYPT,SUN BLOCK,SPRAY,650.0
PHOTODERM MAX ULTRA-FLUID DARK TINTED SPF 50+ - 40ML,فوتوديرم ماكس أولترا-فلويد دارك تينتيد سبف 50+,SUN PROTECTION FORMULA,BIODERMA DERMATOLOGICAL LABORATORIES > BIOTECH EGYPT,SUN BLOCK,TOPICAL,289.0
PHOTODERM MAX ULTRA-FLUID LIGHT TINTED SPF 50+ - 40ML,فوتوديرم ماكس أولترا-فلويد ليغت تينتيد سبف 50+,SUN PROTECTION FORMULA,BIODERMA DERMATOLOGICAL LABORATORIES > BIOTECH EGYPT,SUN BLOCK,TOPICAL,289.0
PHOTODERM MAX ULTRA-FLUID SPF 50+ - 40ML,فوتوديرم ماكس أولترا-فلويد سبف 50+,SUN PROTECTION FORMULA,BIODERMA DERMATOLOGICAL LABORATORIES > BIOTECH EGYPT,SUN BLOCK,TOPICAL,289.0
PHOTODERM SPOT SPF 50+  30ML,فوتوديرم سبوت سبف 50+,SUN PROTECTION FORMULA,BIODERMA DERMATOLOGICAL LABORATORIES > BIOTECH EGYPT,SUN BLOCK,TOPICAL,339.0
PHRAGRA 25 MG 4 F.C.TAB.,فراجرا,SILDENAFIL,PHARCO,SEXUAL TONIC,ORAL.SOLID,9.0
PHRENAMISOL 50MG 30 TABS,فريناميسول,AMISULPRIDE 50 MG,ROYAL LINK PHARMA,ANTIPSYCHOTICS,ORAL.SOLID,90.0
PHYSICOOL MASSAGE GEL 120 GM,فيسيكول ماسساجي,CAMPHOR OIL+MENTHOL+EUCALYPTUS+CLOVE+PEPPERMINT,EGYPTIAN CO. FOR COSMETICS > BIOHEALTH COMPANY FOR MEDICINES,MASSAGE,TOPICAL,125.0
PHYSIOCLEAR NASAL SPRAY 30ML,فيسيوكليار,SEAWATER-PANTHENOL-HYALURONICACID-VITAMIN A-VITAMIN E-BIOTIN,NILE FACTORY FOR COSMETICS > G S PHARM,NASAL SPRAY,SPRAY,65.0
PHYSIOGEL A.I. CREAM 50ML,فيسيوجيل أ.إ,AQUA+OLEA EUROPAEA+GLYCERIN+PENTYLENE GLYCOL+PALM GLYCERIDES+OLUS+HYDROGENATED LECITHIN+SQUALENE+BET,GLAXO SMITHKLINE > MODERN OFFICE FOR IMPORT,SKIN CARE,TOPICAL,72.0
PHYSIOMER BABY HYPERTONIC NASAL SPRAY 60ML,فيسيومير بابي هيبيرتونيك,HYPERTONIC SEAWATER,LABORATOIRE DE LA MER > STAR INTERNATIONAL COMPANY,NASAL DECONGESTANT,SPRAY,185.0
PHYSIOMER BABY MIST NASAL SPRAY 115ML,فيسيومير بابي ميست,ISOTONIC SEAWATER,LABORATOIRE DE LA MER > STAR INTERNATIONAL COMPANY,NASAL DECONGESTANT,SPRAY,400.0
PHYSIOMER BABY MIST UNIDOSES 30 DOSES OF 5ML,فيسيومير بابي ميست أونيدوسيس 30 دوسيس أوف,ISOTONIC SEAWATER,LABORATOIRE DE LA MER > STAR INTERNATIONAL COMPANY,NASAL CARE,INJECTION,320.0
PHYSIOMER EUCALYPTUS NASAL SPRAY 135ML,فيسيومير إوكاليبتوس,HYPERTONIC SEAWATER+EUCALYPTUS GLOBULUS ESSENTIAL OIL,LABORATOIRE DE LA MER > STAR INTERNATIONAL COMPANY,NASAL DECONGESTANT,SPRAY,225.0
PHYSIOMER HYPERTONIC NASAL SPRAY 135ML,فيسيومير هيبيرتونيك,HYPERTONIC SEAWATER,LABORATOIRE DE LA MER > STAR INTERNATIONAL COMPANY,NASAL DECONGESTANT,SPRAY,350.0
PHYSIOMER HYPERTONIC NASAL SPRAY 20ML,فيسيومير هيبيرتونيك,HYPERTONIC SEAWATER,LABORATOIRE DE LA MER > STAR INTERNATIONAL COMPANY,NASAL DECONGESTANT,SPRAY,170.0
PHYSIOMER NASAL ASPIRATOR,فيسيومير أسبيراتور,,LABORATOIRE DE LA MER > STAR INTERNATIONAL COMPANY,NASAL DECONGESTANT,UNKNOWN,300.0
PHYSIOMER NORMAL JET NASAL SPRAY 135ML,فيسيومير نورمال جيت,ISOTONIC SEAWATER,LABORATOIRE DE LA MER > STAR INTERNATIONAL COMPANY,COLD PRODUCTS,SPRAY,300.0
PHYSIOMER STRONG JET NASAL SPRAY 210ML,فيسيومير سترونج جيت,ISOTONIC SEAWATER,LABORATOIRE DE LA MER > STAR INTERNATIONAL COMPANY,NASAL DECONGESTANT,SPRAY,350.0
PHYTO K 10 MG 50 F.C.TAB.,فيتو ك,VITAMIN K1,MISR > PHARMACARE,VITAMIN K,ORAL.SOLID,115.0
PHYTOMENADIONE 10MG/ML 100AMPS.,فيتوميناديوني /مل,VITAMIN K1,MEMPHIS,VITAMIN K,INJECTION,45.9
PHYTOMENADIONE 10MG/ML 6 AMPS.,فيتوميناديوني /مل,VITAMIN K1,MEMPHIS,VITAMIN K,INJECTION,72.0
PHYTONADIONE 10 MG 5 AMP.,فيتوناديوني,VITAMIN K1,SEDICO,VITAMIN K,INJECTION,16.2
PHYTONADIONE 10MG 20 CHEWABLE TAB.,فيتوناديوني 20 تشيوابلي,VITAMIN K1,SEDICO,VITAMIN K,ORAL.SOLID,16.0
PHYTOSILK 10 ML HAIR VIAL,فيتوسيلك هاير,ARGANIA+ TOCOPHERYL ACETATE+ROSMARINUS OFFICINALIS LEAF OIL+ CAFFEINE +NIACINAMIDE +APIGENIN+PYRIDOXINE+ PHENOXYETHANOL+OLEANOLIC ACID+ARGININE+ BIOTIN +CYCLOPENTASILOXANE,NILE COSMATICS FOR PHYTO PHARM EGYPT > PHYTO PHARM EGYPT,HAIR VIAL,INJECTION,230.0
PHYTOSILK 100 ML HAIR LOTION,فيتوسيلك هاير,KERATIN+CAFFEINE+BIOTIN+FOLIC ACID+WHEY PROTEIN,BRAND > PHYTO PHARM EGYPT,HAIR LOTION,UNKNOWN,149.0
PHYTOVIT MM 10MG/ML 3 AMP.,فيتوفيت مم /مل,VITAMIN K1,MUP,VITAMIN K,INJECTION,13.5
PIASCLEDINE 300 MG 15 CAPS.,بياسكليديني,AVOCADO OIL+SOYA BEAN OIL,LABORATOIRES EXPANSCIENCE > COPAD PHARMA,JOINTS ARTHRITIS,ORAL.SOLID,450.0
PIATRA 30 ML SYRUP,بياترا,IRON(FERROUS BISGLYCINATE)+VITAMIN C+FOLIC ACID+VITAMIN B12,DAWA EGYPT INTERNATIONAL > GUTEN TAG PHARMA,HEMATINIC,ORAL.LIQUID,60.0
PICASTO 30 TABS,بيكاستو,CALCIUM CITRATE+MAGNESIUM+VITAMIN D3,DAWA EGYPT > PRIME SOLUTIONS,MULTIVITAMIN,ORAL.SOLID,120.0
PICO FOOT CREAM 50 GM,بيكو فوت,LACTIC ACID+UREA+ALMOND OIL+GLYCERIN+PETROLATUM+PEPPERMINT OIL,EGYPTIAN COMPANY FOR COSMETICS > PICO,SKIN CARE,TOPICAL,45.0
PICOLAX 0.75% ORAL DROPS 15 ML,بيكولاكس 0.75% أورال,SODIUM PICOSULPHATE,EIPICO,LAXATIVE,ORAL.LIQUID,24.0
PICOPREP POWDER FOR ORAL SOLN. 2 SACHETS,بيكوبريب أورال,SODIUM PICOSULFATE+MAGNESIUM CITRATE,FERRING PHARMACEUTICALS > MULTIPHARMA,LAXATIVE,EFF,197.0
